INCOME,AGE,TARGET,SEX
above 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
above 200k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
above 200k,old,issues repaying,F
above 200k,young,issues repaying,F
between 115k & 150k,old,issues repaying,M
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,F
above 200k,young,issues repaying,F
above 200k,old,issues repaying,M
between 115k & 150k,young,issues repaying,M
above 200k,old,issues repaying,F
between 150k & 200k,young,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,young,issues repaying,F
above 200k,old,issues repaying,F
between 150k & 200k,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 150k & 200k,young,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,old,issues repaying,F
between 115k & 150k,old,issues repaying,F
above 200k,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
above 200k,young,issues repaying,F
between 150k & 200k,old,issues repaying,M
below 115k per year,young,issues repaying,M
below 115k per year,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
above 200k,old,issues repaying,F
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,F
below 115k per year,old,issues repaying,F
below 115k per year,young,issues repaying,F
below 115k per year,old,issues repaying,M
between 150k & 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,old,issues repaying,M
between 115k & 150k,young,issues repaying,F
below 115k per year,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
below 115k per year,young,issues repaying,M
above 200k,young,issues repaying,M
below 115k per year,old,issues repaying,M
between 150k & 200k,young,issues repaying,F
above 200k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
above 200k,young,issues repaying,M
above 200k,young,issues repaying,M
between 150k & 200k,old,issues repaying,M
between 150k & 200k,young,issues repaying,F
below 115k per year,old,issues repaying,M
between 115k & 150k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
above 200k,old,issues repaying,F
above 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
between 115k & 150k,old,issues repaying,M
between 115k & 150k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,old,issues repaying,M
above 200k,young,issues repaying,M
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
between 150k & 200k,old,issues repaying,F
above 200k,young,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,old,issues repaying,M
above 200k,old,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
below 115k per year,young,issues repaying,M
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
above 200k,young,issues repaying,F
above 200k,young,issues repaying,F
below 115k per year,young,issues repaying,M
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
between 150k & 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,old,issues repaying,M
above 200k,old,issues repaying,M
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,old,issues repaying,M
above 200k,old,issues repaying,M
between 150k & 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
between 150k & 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,old,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,old,issues repaying,M
below 115k per year,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
between 115k & 150k,old,issues repaying,M
above 200k,old,issues repaying,M
above 200k,young,issues repaying,M
above 200k,old,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
above 200k,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,M
above 200k,young,issues repaying,F
above 200k,old,issues repaying,M
below 115k per year,old,issues repaying,M
above 200k,old,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
above 200k,old,issues repaying,M
above 200k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,old,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
above 200k,old,issues repaying,M
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,old,issues repaying,F
below 115k per year,young,issues repaying,F
below 115k per year,young,issues repaying,F
below 115k per year,young,issues repaying,M
below 115k per year,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
below 115k per year,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
between 115k & 150k,old,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
above 200k,young,issues repaying,F
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
between 115k & 150k,old,issues repaying,M
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,old,issues repaying,F
above 200k,old,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
below 115k per year,old,issues repaying,F
above 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
below 115k per year,old,issues repaying,M
below 115k per year,old,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
below 115k per year,old,issues repaying,F
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,old,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
below 115k per year,young,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,M
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
above 200k,young,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 115k & 150k,old,issues repaying,M
above 200k,young,issues repaying,M
below 115k per year,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 115k & 150k,old,issues repaying,M
between 115k & 150k,young,issues repaying,F
below 115k per year,old,issues repaying,F
below 115k per year,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
above 200k,old,issues repaying,M
between 115k & 150k,old,issues repaying,M
between 115k & 150k,old,issues repaying,F
below 115k per year,young,issues repaying,F
above 200k,old,issues repaying,F
above 200k,old,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,M
between 150k & 200k,old,issues repaying,F
between 115k & 150k,old,issues repaying,F
below 115k per year,old,issues repaying,F
between 115k & 150k,young,issues repaying,M
between 115k & 150k,young,issues repaying,F
below 115k per year,young,issues repaying,F
between 150k & 200k,young,issues repaying,F
between 115k & 150k,old,issues repaying,M
between 115k & 150k,old,issues repaying,M
between 115k & 150k,young,issues repaying,F
above 200k,young,issues repaying,F
above 200k,young,issues repaying,M
below 115k per year,young,issues repaying,F
above 200k,young,issues repaying,M
between 115k & 150k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
below 115k per year,young,issues repaying,F
between 150k & 200k,young,issues repaying,M
between 115k & 150k,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
between 115k & 150k,old,issues repaying,F
below 115k per year,old,issues repaying,M
above 200k,young,issues repaying,M
above 200k,young,issues repaying,M
between 150k & 200k,young,issues repaying,M
below 115k per year,old,issues repaying,F
below 115k per year,old,issues repaying,F
between 115k & 150k,young,issues repaying,F
below 115k per year,young,issues repaying,F
